seed,event_index,opaque_edit,scope_status,profile,subset,n,on,base_correct,forced_correct,gated_correct,forced_damage_base_correct,gated_damage_base_correct,off_count,off_token_parity
20260906,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,4,4,4,2,0,15,15
20260906,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,4,0,0,0,0,0,1,1
20260906,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,12,5,2,5,5,2,1,7,7
20260906,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,4,4,4,1,0,15,15
20260906,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,0,0,0,0,0,0,5,5
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,8,0,8,8,0,0,0,0
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,2,4,4,4,0,0,10,10
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,8,10,8,0,0,20,20
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,7,0,6,6,0,0,1,1
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,4,3,4,1,0,12,12
20260906,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,0,8,10,8,1,0,20,20
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,11,10,3,11,10,0,0,1,1
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,9,0,2,4,2,0,0,9,9
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,8,7,8,1,0,20,20
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,11,9,3,10,8,0,0,2,2
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,9,0,2,2,2,0,0,9,9
20260906,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,0,8,8,8,1,0,20,20
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,6,0,8,6,0,0,2,2
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,3,0,5,3,0,0,2,2
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,6,6,6,0,0,12,12
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,18,0,8,7,8,2,0,18,18
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,2,0,0,0,0,0,0,2,2
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,0,0,6,0,0,0,8,8
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,6,6,6,0,0,12,12
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,18,0,8,8,8,1,0,18,18
20260906,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,2,0,0,0,0,0,0,2,2
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,7,6,0,7,6,0,0,1,1
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,2,1,2,1,0,12,12
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,8,9,8,0,0,20,20
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,7,7,0,6,6,0,0,0,0
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,2,3,2,0,0,12,12
20260906,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,0,8,8,8,1,0,20,20
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,10,5,1,9,4,1,1,5,5
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,4,0,5,4,0,0,1,1
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,8,7,8,1,0,12,12
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,10,8,10,2,0,20,20
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,10,5,1,8,6,1,0,5,5
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,4,4,0,0,0,0
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,8,7,8,1,0,12,12
20260906,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,0,10,11,10,1,0,20,20
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,12,12,4,7,7,4,4,0,0
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,4,5,4,0,0,12,12
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,11,10,11,1,0,20,20
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,12,12,4,7,7,4,4,0,0
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,1,4,3,4,2,0,11,11
20260906,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,1,11,8,11,3,0,19,19
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,5,0,5,4,0,0,3,3
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,1,0,0,0,0,0,0,1,1
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,19,0,4,3,4,3,0,19,19
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,2,0,5,2,0,0,6,6
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,3,3,0,0,0,0
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,1,0,0,0,0,0,0,1,1
20260906,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,19,0,4,4,4,1,0,19,19
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,11,5,2,8,5,0,0,6,6
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,4,0,5,4,0,0,1,1
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,1,0,0,0,0,0,4,4
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,5,3,5,3,0,15,15
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,11,3,2,0,2,2,0,8,8
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,0,0,0,0,0,0
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,1,0,0,0,0,0,4,4
20260906,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,5,8,5,1,0,15,15
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,13,7,2,8,5,2,1,6,6
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,2,0,5,2,0,0,3,3
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,0,0,0,0,0,0,5,5
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,3,3,3,0,0,15,15
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,13,9,2,5,3,2,2,4,4
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,1,0,0,0,0,0,4,4
20260906,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,3,3,3,0,0,15,15
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,7,5,0,7,5,0,0,2,2
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,4,0,5,4,0,0,1,1
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,3,2,3,2,0,12,12
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,12,13,12,1,0,15,15
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,4,2,3,3,0,0,1,1
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,7,3,0,6,2,0,0,4,4
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,4,3,3,3,0,0,8,8
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,12,12,12,0,0,15,15
20260907,1,01223e258bbc7a1f,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,0,2,3,2,0,0,5,5
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,2,0,8,2,0,0,6,6
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,3,0,5,3,0,0,2,2
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,2,0,0,0,0,0,0,2,2
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,1,1,1,2,1,0,4,4
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,7,2,7,5,0,15,15
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,1,0,5,1,0,0,7,7
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,2,0,0,0,0,0,0,2,2
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,0,1,1,1,1,0,5,5
20260907,2,1534fc99d84ef734,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,7,9,7,1,0,15,15
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,12,10,2,7,6,2,2,2,2
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,4,0,5,4,0,0,1,1
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,4,4,4,2,0,15,15
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,4,0,1,0,0,0,1,1
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,12,0,2,0,2,2,0,12,12
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,0,0,4,0,0,0,5,5
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,4,4,4,2,0,15,15
20260907,3,1b0d2271e842e01a,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,0,0,0,0,0,0,5,5
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,8,0,8,8,0,0,0,0
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,1,4,4,4,0,0,11,11
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,8,10,8,1,0,20,20
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,7,0,0,0,0,0,1,1
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,0,0,0,0,0,0
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,1,4,4,4,0,0,11,11
20260907,4,029f61ab6aaeeef1,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,3,8,8,7,2,1,17,17
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,11,11,3,11,11,0,0,0,0
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,9,0,2,2,2,0,0,9,9
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,3,8,8,7,1,1,17,17
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,11,7,3,2,1,2,2,4,4
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,2,0,0,0,0,0,3,3
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,9,0,2,3,2,0,0,9,9
20260907,5,1607639d73eb56a8,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,0,8,7,8,3,0,20,20
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,5,0,8,5,0,0,3,3
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,3,0,5,3,0,0,2,2
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,6,6,6,0,0,12,12
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,18,0,8,9,8,0,0,18,18
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,2,0,0,0,0,0,0,2,2
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,0,0,0,0,0,0,8,8
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,0,0,0,0,0,0,5,5
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,6,6,6,0,0,12,12
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,18,0,8,4,8,6,0,18,18
20260907,7,13d861159cbf9477,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,2,0,0,0,0,0,0,2,2
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,7,6,0,7,6,0,0,1,1
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,1,2,2,2,1,0,11,11
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,8,8,8,3,0,20,20
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,7,7,0,7,7,0,0,0,0
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,5,2,1,3,2,0,7,7
20260907,8,06e9147a95404227,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,4,8,11,8,0,0,16,16
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,10,3,1,9,4,1,0,7,7
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,4,0,5,4,0,0,1,1
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,8,7,8,1,0,12,12
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,10,11,10,0,0,20,20
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,10,6,1,0,0,1,1,4,4
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,0,0,0,0,0,0
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,8,7,8,1,0,12,12
20260907,9,0b2d75291d40cb7c,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,0,10,9,10,2,0,20,20
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,12,12,4,8,8,4,4,0,0
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,same_image_other_source_fact,12,0,4,5,4,1,0,12,12
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,20,0,11,9,11,2,0,20,20
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,12,12,4,6,6,4,4,0,0
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,same_image_other_source_fact,12,0,4,3,4,2,0,12,12
20260907,12,319cba8ffa622b0e,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,20,1,11,9,11,2,0,19,19
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,8,2,0,5,0,0,0,6,6
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,0,0,5,0,0,0,5,5
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,1,0,0,0,0,0,0,1,1
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,19,0,4,5,4,0,0,19,19
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,8,0,0,0,0,0,0,8,8
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,0,0,0,0,0,0,5,5
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,1,0,0,0,0,0,0,1,1
20260907,13,1379df4696783d47,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,19,0,4,6,4,1,0,19,19
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,11,2,2,8,3,0,0,9,9
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,3,0,5,3,0,0,2,2
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,0,0,0,0,0,0,5,5
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,5,7,5,1,0,15,15
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,11,6,2,4,4,0,0,5,5
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,positive,5,5,0,5,5,0,0,0,0
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,same_question_different_image_conflicting_source_answer,5,4,0,0,0,0,0,1,1
20260907,15,11999d89b31d5f06,DECLARED_IN_COVERAGE_REPORT,ALT,broad_unrelated_source_qa,15,0,5,6,5,2,0,15,15
20260907,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,formal_development,13,8,2,8,5,2,2,5,5
20260907,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,positive,5,5,0,5,5,0,0,0,0
20260907,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,same_question_different_image_conflicting_source_answer,5,1,0,0,0,0,0,4,4
20260907,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,R0,broad_unrelated_source_qa,15,0,3,3,3,0,0,15,15
20260907,16,30c09c9279241ba5,DECLARED_IN_COVERAGE_REPORT,ALT,formal_development,13,2,2,4,2,2,0,11,11
